"Id","Predicted","P_1","P_2","P_3","P_4","P_5","P_6","P_7","P_8","P_9","P_10","P_11","P_12","P_13","P_14","P_15","P_16","P_17","P_18","P_19","P_20","P_21","P_22"
32,16,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.0001728,0.18,0.01,0.0,0.27,0.03,0.2311111111111111,0.0,0.31333333333333335,0.10153846153846154,0.20032679738562092,0.0,0.17224719101123598,0.10165714285714285,0.1637925256765923
33,5,0.01,0.03,0.01,0.02,0.1,0.0,0.01,0.02,0.0,0.01,0.07,0.01,0.0,0.05,0.0,0.04,0.02,0.03,0.01,0.01,0.0,0.04
34,22,0.0,0.02,0.010627309682187731,0.02,0.0,0.0,0.03,0.0,0.02,0.04010221465076661,0.01,0.1407837582625118,0.24333333333333335,0.01,0.0,0.0,0.1210759493670886,0.021075949367088606,0.18078375826251183,0.01,0.05,0.33233333333333337
35,10,0.0,0.02,0.15,0.08,0.0,0.01,0.0,0.0,0.02,0.2833333333333334,0.0,0.0,0.01,0.0001728,0.01,0.03,0.0,0.04,0.0,0.0,0.03,0.0
36,15,0.0,0.0,0.12,0.05,0.0,0.03,0.01,0.05,0.0,0.0,0.01,0.15,0.02,0.1,0.22,0.0,0.19,0.05,0.01,0.07,0.01,0.22
37,17,0.0,0.02,0.0,0.0006273096821877309,0.0,0.010058139534883721,0.08,0.0,0.0,0.0,0.06,0.06297418630751965,0.0,0.1922222222222222,0.17318988496071827,0.0,0.36,0.26,0.0,0.14,0.13,0.02
38,2,0.12556354539748182,0.3492,0.2816571428571429,0.0,0.23795000000000002,0.0,0.14,0.28,0.0,0.11,0.0,0.0201728,5.813953488372093e-05,0.0,0.0,0.0,0.0,0.0101728,0.07,0.0,0.0,0.01
39,1,0.09,0.0,0.0,0.01,0.0,0.0,0.01,0.05,0.08,0.08,0.05,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,20,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.3525,0.0,0.04,0.11,0.36,0.21,0.05
41,16,0.02,5.813953488372093e-05,0.0,5.555555555555556e-05,0.12,0.0,0.0,0.01010221465076661,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.4,0.16266536674764523,0.037790382799304315,0.0,0.04,0.28,0.17083333333333336
42,20,0.05,0.0,0.0,0.11,0.0,0.01,0.04,0.0,0.0,0.0101728,0.0,0.0,0.0,0.0,0.07,0.18,0.3017604229551982,0.22,0.05,0.37,0.04,0.26
43,5,0.33668215393541767,0.0,0.0,0.01,0.6,0.14,0.09,0.0,0.0,0.30714285714285716,0.01,0.0,0.0,0.03,0.0,0.07,0.01,0.0,0.0,0.0,0.04,0.02
44,8,0.04,0.0,0.0,0.0,0.0,0.03,0.12,0.42,0.3,0.01,0.3,0.0,0.13,0.02,0.0,0.04,0.0,0.01,0.0,0.0,0.02,0.0
45,2,0.17,0.27,0.13,0.12,0.07,0.0,0.19,0.0,0.0,0.11,0.0,0.04,0.14,0.0,0.08,0.11,0.02,0.25,0.02,0.0,0.0,0.2
46,22,0.02,0.0,0.03,0.0,0.03,0.02,0.02,0.03,0.01,0.01,0.04,0.24,0.0,0.06,0.0,0.03,0.0,0.22,0.09,0.11,0.32,0.34
47,15,0.05,0.08,0.03,0.02,0.02,0.0,0.01,0.01,0.03,0.0,0.01,0.04,0.05,0.01,0.23,0.03,0.0,0.06,0.0,0.0,0.05,0.05
48,21,0.0,0.0,0.03,0.0,0.0,0.0001728,0.0,5.813953488372093e-05,0.0,0.0,0.0,0.08,0.10225806451612904,0.0,0.0,0.0,0.02,0.16,0.0,0.0,0.40508771929824555,0.0
49,21,0.0,0.0,0.0,0.0,0.0,0.05,0.0001728,0.0001728,0.01,0.01,0.0,0.14,0.1811111111111111,0.07,0.0,0.28349334875650667,0.11,0.02,0.13,0.14,0.31,0.0
50,7,0.26,0.0,0.04,0.0,0.05,0.05,0.2610759493670886,0.02,0.07,0.0,0.17,0.02,0.0,0.0,0.02,0.0001728,0.0,5.813953488372093e-05,0.0,0.0,0.0,0.0
51,21,0.0,0.01,0.02,0.03,0.0001728,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.07,0.0,0.03,0.01,0.08,0.0,0.31,0.18
52,20,0.05,0.02,0.0,0.09,0.0,0.0,0.01,0.0,0.0,0.02,0.01,0.043508771929824566,0.05078375826251181,0.0,0.3271962264150943,0.07,0.05322922374429224,0.0,0.01,0.5254058823529412,0.0,0.0
53,15,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.39,0.0,0.01,0.47,0.04,0.0,0.01,0.39,0.0,0.01,0.0
54,22,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.08,0.0,0.01,0.01,0.12125994873870229,0.0,0.01,0.0,0.05,0.14,0.17,0.13,0.0,0.19544444444444445,0.23263414634146343
55,6,0.04,0.03027777777777778,0.05,0.0,0.1520689655172414,0.42064285714285715,0.0,0.07,0.0,0.19,0.02,0.09,0.04,0.03,0.09,0.16,0.0,0.0,0.08,0.04,0.01,0.0
56,4,0.0,0.10957798165137614,0.02,0.18359223300970876,0.02,0.1,0.0,0.05,0.06,0.03,0.09,0.0,0.0,0.04,0.0,0.01,0.01,0.01,0.02,0.0,0.01,0.04
57,8,0.05,0.0,0.02,0.11,0.03,0.12,0.02,0.18,0.01,0.07,0.02,0.11,0.0,0.06,0.11,0.03,0.0,0.07,0.0,0.03,0.0,0.0
58,10,0.061649484536082474,0.0,0.0,0.03,0.01,0.01,0.0,0.01,0.08,0.12,0.04,0.0,0.0,0.0,0.0,0.01010221465076661,0.0,0.0,0.02,0.01,0.01,0.0
59,3,0.04,0.06,0.17,0.0,0.05,0.09,0.04,0.01,0.06,0.12297418630751963,0.0,0.02,0.02,0.03,0.0,0.01,0.0,0.04,0.0001728,0.0,0.00026359143327841844,0.0
60,11,0.0491128753907938,0.05,0.06125994873870228,0.04164646464646465,0.1407837582625118,0.09,0.08636715129211792,0.0,0.17,0.02,0.1919435654008439,0.01,0.010210643015521064,0.0,0.03,0.0,0.01,0.0,0.0,5.813953488372093e-05,0.01,0.01
61,20,0.02,0.01,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.04,0.19,0.03,0.32,0.11,0.13,0.0,0.0,0.33,0.2,0.03
62,2,0.3078391358442273,0.39908072486023627,0.0,0.0,0.01,0.28,0.11083333333333334,0.04,0.0,0.01,0.07,0.0,0.0,0.0,0.0,0.02,0.08026359143327841,0.0,0.08,0.03,0.01,0.02
63,6,0.01,0.02,0.0,0.0,0.11428571428571428,0.4142857142857143,0.0,0.26,0.3020967741935484,0.24464513644000824,0.17,0.0,0.0,0.06,0.08,0.04,0.0,0.0,0.07,0.0,0.1,0.03
64,19,0.06,0.03,0.01,0.18,0.0,0.0,0.04,0.0,0.0,0.0,0.03,0.01,0.07,0.07,0.0,0.0,0.02,0.14,0.30833333333333335,0.14,0.11,0.01
65,7,0.08,0.0,0.0,0.17,0.02,0.01,0.3977533235516429,0.12,0.0,0.0,0.03,0.01,0.02,0.06,0.04010221465076661,0.0,0.0,0.01,0.0,0.01,0.01,0.05
66,6,0.04,0.03,0.03,0.1,0.15,0.21,0.0,0.0,0.01,0.17,0.0,0.01,0.0,0.0,0.15,0.0,0.0,0.0,0.01,0.01,0.0,0.0
67,17,0.06,0.0,0.01,0.0,0.0,0.03,0.01,0.0,0.12,0.02,0.04,0.01,0.0,0.02,0.0,0.08,0.2,0.04,0.01,0.0,0.0,0.01
68,13,0.02,0.01,0.0,0.02,0.0,0.04,0.0,0.02,0.02,0.01,0.03,0.03,0.21,0.09,0.0,0.13,0.01,0.0,0.09,0.05,0.04,0.19
69,13,0.0,0.0,0.0,0.010055555555555555,0.02,5.813953488372093e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.01,0.042665366747645234,0.010476190476190477,0.0,0.0,0.05,0.0,0.0
70,19,0.02,0.07005813953488371,0.02,0.0,0.0001728,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.1,0.05,0.0,0.12,0.04,0.02,0.29,0.0,0.12,0.08
71,14,0.0,0.0,0.0,0.14,0.01,0.0,0.0,0.0,0.0,0.02,0.06,0.02,0.1,0.2,0.0,0.01,0.07,0.01,0.0,0.01,0.1,0.0
72,6,0.08,0.01,0.04,0.0,0.0,0.57,0.0,0.0,0.04,0.0,0.04,0.01,0.0,0.0,0.02,0.04,0.0,0.02,0.02,0.23,0.01,0.0
73,9,0.01,0.0,0.0,0.01,0.0,0.02,0.01,0.07,0.2104255319148936,0.0,0.0,0.0,0.0101728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201728,0.0
74,1,0.1,0.08266536674764524,0.0,0.054763171619172726,0.09,0.0,0.0,0.07,0.05488400927745021,0.0,0.01,0.00041666666666666664,0.0,0.02,0.0,0.0301728,0.0101728,0.0,0.020210643015521064,0.01,0.02,0.02
75,6,0.12,0.0,0.0,0.0,0.0,0.49,0.05,0.02,0.30411764705882355,0.05,0.03,0.01,0.01,0.01,0.0,0.03,0.02,0.02,0.01,0.01,0.02,0.0
76,2,0.1,0.6,0.06,0.0,0.41,0.01,0.02,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0201728,0.02,0.04,0.0,0.0,0.01,0.0
77,1,0.24,0.02,0.12,0.0,0.02,0.041584984358706986,0.0,0.01,0.13,0.01,0.0,0.0001728,0.0,0.01,0.02,0.0,0.0,0.03,0.0,0.0,0.03,0.0
78,3,0.04,0.02,0.42,0.09,0.23,0.04,0.08592645051634004,0.01,0.0,0.11,0.17,0.01,0.0,0.0,0.08,0.0,0.05,0.02,0.0,0.03,0.02,0.01
79,11,0.1817604229551982,0.06092783505154639,0.05,0.12078375826251181,0.13,0.03,0.04,0.02,0.0,0.0,0.35,0.08,0.03,0.18,0.0,0.0,0.0,0.0,0.010058139534883721,0.02,0.0,0.07
80,1,0.12,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.01,0.0,0.0,0.09,0.01,0.0,0.01,0.08,0.0,0.01,0.03,0.04,0.11,0.1
81,1,0.13078375826251182,0.1,0.0,0.02,0.03,0.0,0.01,0.01,0.1007837582625118,0.0,0.12,0.0,0.0,0.0,0.03,0.03010221465076661,0.0,0.0,0.060210643015521065,0.0,0.0,0.01
82,15,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.09,0.07,0.0,0.03,0.0,0.12,0.01,0.22735502194491147,0.22,0.04,0.03,0.01,0.01,0.01,0.07
83,22,0.07,0.15,0.02,0.0,0.0,0.0,0.03,0.0,0.01,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08017279999999999,0.0,0.01,0.33
84,1,0.20603883335373335,0.11628526645768025,0.01,0.0,0.0,0.01,0.15,0.15,0.04,0.18,0.03,0.01,0.010210643015521064,0.020055555555555556,0.02,0.0,0.01,0.0,0.0,0.01010221465076661,0.04,0.0
85,16,0.01,0.03,0.0,0.01,0.02,0.03,0.0,0.02,0.0,0.0,0.01,0.03,0.0,0.0,0.01,0.31,0.0,0.01,0.07154929577464789,0.06,0.1621212121212121,0.10166666666666668
86,16,0.11,0.11,0.0,0.01,0.0,0.01,0.0,0.0,0.0301728,0.0,0.0,0.0,0.02,0.04,0.23022222222222222,0.3563520746494885,0.01,0.03,0.02,0.0,0.055,0.0
87,4,0.16,0.03,0.07,0.23,0.08,0.01,0.2,0.04,0.03,0.05,0.02,0.0,0.0,0.0,0.03,0.01,0.0,0.02,0.0,0.0,0.0,0.01
88,19,0.0,0.02,0.02,0.01,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.0,0.7,0.36,0.04,0.01
89,15,0.0,0.03,0.0,0.01,0.12,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.2,0.07,0.0,0.19,0.0,0.04,0.0,0.05
90,19,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.2247008547008547,0.0,0.04,0.06052631578947368,0.01,0.03,0.218,0.33558887847547636,0.0,0.0,0.0
91,3,0.06,0.01,0.21,0.2,0.0,0.01,0.09,0.0,0.02,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.03,0.0,0.01,0.05,0.0,0.03
92,2,0.0,0.284517316017316,0.0,0.18,0.12335883424408013,0.03,0.04,0.03,0.17,0.0,0.15339622641509434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
93,2,0.11,0.20703952981325244,0.01,0.0,0.03,0.02,0.09,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.010210643015521064,0.02,0.0,0.0,0.0002106430155210643,0.01,0.0001728
94,9,0.0,0.13,0.02,0.0,0.0,0.0,0.02,0.05,0.19348837209302325,0.0,0.12433631688013383,0.01,0.0,0.0,0.08,0.0,0.06,0.0,0.0,0.03,0.0,0.03
95,5,0.0,0.0,0.0,0.0,0.21,0.0,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0
96,10,0.0,0.2,0.01,0.23,0.13,0.06,0.35,0.13,0.12,0.5,0.02,0.01,0.0,0.01,0.04,0.0,0.0,0.01,0.08,0.01,0.0,0.0
97,8,0.0,0.13477603957115472,0.16,0.0,0.1821212121212121,0.11,0.02,0.2225599447111887,0.02,0.01,0.06,0.0,0.0,0.0,0.01,0.0101728,0.03,0.07,0.0,0.010416666666666668,0.0,0.0
98,3,0.11,0.0,0.33,0.1,0.09,0.3134285714285714,0.29,0.28,0.13,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.02,0.0,0.09,0.01,0.0,0.0
99,3,0.14102941176470588,0.020783758262511807,0.22,0.0010759493670886076,0.02,0.0,0.0,0.02,0.04,0.0,0.04,0.06,0.0,0.0002106430155210643,0.0,0.0,0.01,0.0,0.01,0.03,0.06,0.03
100,15,0.03,0.0,0.03,0.0,0.0,0.0,0.0101728,0.0,5.555555555555556e-05,0.0,0.19,0.01,0.0,0.0,0.3342906178489703,0.11,0.1210759493670886,0.0,0.07,0.0,0.0,0.0
101,13,0.0,0.02,0.0002106430155210643,0.01,0.15,0.0,0.0,0.03,0.0,0.0,0.01,0.09,0.33263414634146343,0.18,0.0,0.0,0.08,0.04,0.1425,0.0,0.18,0.16078375826251182
102,14,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.03,0.04,0.02,0.68,0.1,0.0,0.0,0.19,0.34,0.0,0.14,0.13
103,10,0.02,0.05,0.11,0.08,0.0,0.0410759493670886,0.01,0.0,0.0,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.04
104,15,0.01,0.01,0.04,0.0,0.03,0.01,0.0,0.0,0.05,0.11,0.01,0.01,0.1920967741935484,0.0,0.22125,0.0,0.03,0.06,0.17192307692307693,0.0,0.07,0.052222222222222225
105,6,0.17,0.05,0.0,0.23214285714285715,0.06,0.3167820405231543,0.0,0.09,0.11162738496071829,0.0,0.2928810654008439,0.0,0.06,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.22
106,8,0.15,0.06,0.03,0.24,0.0,0.05,0.08,0.28,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.01
107,5,0.0,0.06,0.01,0.0,0.3278957816377171,0.06,0.053538461538461535,0.0,0.05,0.0,0.21102941176470588,0.0,0.08,0.0,0.01,0.0,0.0,0.0,0.0002106430155210643,0.0,0.0,0.0101728
108,7,0.03,0.0,0.03,0.01,0.02,0.15,0.18,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.020263591433278418,0.06,0.0,0.03,0.07
109,1,0.1301022146507666,0.04,0.02,0.0,0.0,0.0,0.09,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.03,0.12,0.01,0.0,0.1007837582625118
110,11,0.021584984358706986,0.0,0.0,0.03,0.13,0.0,0.04,0.0,0.17,0.0,0.45,0.0001728,0.0,0.0,0.010064102564102563,0.0101728,0.0201728,0.0,0.02,0.0,0.0,0.0
111,4,0.02,0.0,0.0,0.21,0.07347863247863248,0.0,0.0,0.11,0.0,0.03,0.05,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.02,0.0201728
112,9,0.02,0.07593519882179676,0.0,0.12352941176470589,0.02,0.36793259947253754,0.4111904761904762,0.0,0.422247191011236,0.02,0.20423667570009033,0.04,0.21,0.01,0.15,0.01,0.0,0.05,0.01,0.0,0.05,0.22
113,18,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.09,0.03,0.0,0.02,0.0,0.28,0.0,0.0,0.01,0.05
114,22,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.391875,0.0,0.05,0.02,0.03,0.35916666666666663,0.08,0.05,0.09,0.04,0.42
115,6,0.12,0.0,0.03,0.02,0.0,0.19535295941373268,0.1938888888888889,0.03,0.13131856540084388,0.07,0.02,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.010055555555555555,0.0,0.02,0.0
116,8,0.23078375826251182,0.12161290322580644,0.05,0.16,0.05,0.06,0.17189189189189188,0.3,0.04078375826251181,0.0,0.03,0.07,0.01,0.0,0.0,6.41025641025641e-05,0.04,0.0,0.01,0.01,0.01,0.02
117,19,0.0,0.0,0.0301728,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.05,0.02,0.02,0.11,0.01,0.0,0.0
118,7,0.21,0.17,0.05323232323232323,0.0,0.0,0.0,0.3985459081423609,0.02,0.02,0.04,0.09,0.0,0.0,0.0,0.01,0.01,0.0001728,0.0,0.0,0.02,0.0,0.01
119,6,0.01,0.14263414634146343,0.04,0.0,0.0,0.19224719101123597,0.0,0.08165714285714286,0.09184210526315789,0.08,0.0,0.01,0.00010221465076660988,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.01
120,1,0.18,0.02,0.09,0.01,0.15,0.0,0.01,0.0,0.06,0.01,0.11,0.11,0.01,0.13,0.08,0.01,0.01,0.04,0.0,0.03,0.0,0.0
121,22,0.04,0.03,0.0,0.01,0.0,0.01,0.0001728,0.0,0.0,0.0,0.01,0.04,0.04,0.07,0.08032679738562092,0.07,0.0,0.04,0.04,0.11715189873417721,0.0,0.41
122,6,0.13,0.0,0.2,0.08297418630751963,0.10652373499945442,0.22,0.07,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.09,0.0,0.0,0.01,0.0,0.0
123,10,0.0,0.01,0.04,0.01,0.15,0.14900516867254995,0.01,0.09,0.21334554773898864,0.23363825452593567,0.04,0.0001728,0.0002106430155210643,0.0,0.0006273096821877309,0.0,0.03,0.0,0.0,0.0,0.0,0.0
124,2,0.02,0.41798677080084556,0.01,0.0,0.0,0.02,0.07,0.0,0.01,0.01,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.14,0.0,0.0,0.010210643015521064,0.0
125,3,0.37900000000000006,0.08,0.5175386996904024,0.03,0.031075949367088605,0.15,0.0,0.06125994873870228,0.0,0.03,0.08,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.02005813953488372,0.0
126,13,0.0,0.0,0.01,0.02,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.5027514673143089,0.0,0.0525,0.0,0.4495455631215776,0.0,0.0,0.02,0.0,0.05
127,7,0.262054794520548,0.34205479452054793,0.05,0.09,0.23,0.07,0.44205479452054797,0.1,0.3,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.04,0.0,0.05,0.0,0.02
128,21,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.08,0.0,0.0,0.05078375826251181,0.01,0.09092783505154639,0.02,0.07095919685900304,0.0,0.08,0.16857142857142857,0.0
129,18,0.0,0.05,0.01,0.02,0.02,0.0,0.07,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.22,0.0,0.12,0.0,0.0
130,12,0.02,0.0,0.05,0.0001728,0.0,0.0,0.0,0.03,0.02,0.0,0.11,0.55,0.21170731707317075,0.09,0.0,0.03,0.0,0.2775604589585172,0.31235294117647056,0.16,0.02,0.10024940169557976
131,14,0.01,0.09010221465076661,0.0,0.0,0.0,0.0101728,0.0,0.01,0.1,0.0,0.03,0.04,0.03,0.48,0.26,0.01,0.1,0.06,0.05,0.0,0.33,0.02
132,11,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.08,0.0,0.26,0.02,0.01,0.0,0.020055555555555556,0.02,0.01,0.03,0.02,0.0,0.0,0.0
